business,portfolio,book,way,type,product,quantity,price,currency,trader,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,132,52.18544,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,70,126.30499,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,275,32.44535,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,16,111.45275,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,107,60.93699,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,460,8.83488,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,3,59.91368,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,73,64.33678,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,661,9.211512,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,INTEL CORP,80,30.779253,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,96,59.379726,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,216,38.789276,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,169,39.082394,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,JCDECAUX SA,188,33.487484,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,58,45.084755,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,87,64.227455,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,29,220.8488,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,230,33.513504,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,136,31.09185,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,THALES,71,53.916306,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,40,63.579124,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,45,31.477076,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,216,23.031391,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,JCDECAUX SA,12,31.88989,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,90,109.94171,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,91,44.339725,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,406,21.918491,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,GEMALTO,40,9.160342,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,5,220.19255,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,60,30.26799,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,NEXITY,66,39.19053,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,63,53.93626,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,38,101.15214,USD,PFFRAC1,
