business,portfolio,book,way,type,product,quantity,price,currency,trader,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,68,112.44038,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,95,9.35951,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,80,38.39008,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,THALES,113,53.65141,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,22,117.26108,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,67,37.314575,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,46,48.566208,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,53,62.157738,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,3,112.83126,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,AREVA,605,9.370916,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,191,8.954555,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,150,22.784624,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,24,100.957,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,66,116.58353,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,37,103.36748,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,286,30.489037,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,259,23.222048,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,41,49.62635,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,336,21.698717,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,TOTAL,13,44.66226,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,89,112.64117,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,68,45.161144,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,81,121.32376,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,108,53.673733,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,281,24.563107,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,LAFARGE,87,66.619675,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,65,113.929,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,HOME DEPOT INCO,33,115.49211,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,264,23.156424,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,TOTAL,161,43.443623,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,184,8.977091,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,40,110.889946,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,2,48.97351,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,188,49.659683,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,77,39.041237,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,276,22.316793,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,8,121.284035,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,150,52.26263,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,186,44.204727,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,38,63.62046,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,AREVA,397,9.158405,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,THALES,105,53.304573,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,3,222.86742,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,220,9.038176,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,157,43.320187,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,14,111.696724,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,29,122.70832,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,HOME DEPOT INCO,86,116.07137,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,124,64.9377,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,GENERAL ELECTRIC CO,139,24.379,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,23,64.13593,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,86,114.480705,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,HOME DEPOT INCO,39,113.7082,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,TOTAL,38,45.172184,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,26,216.71713,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,62,113.995316,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,193,31.845078,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,CHEVRON,90,104.07806,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,24,30.051777,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,175,49.01446,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,399,24.71504,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,108,47.48855,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,115,64.23903,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,JCDECAUX SA,70,32.140152,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,190,48.427147,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,190,25.574612,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,31,214.86378,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,71,121.38032,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,148,45.81199,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,71,115.16876,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,12,110.96474,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,85,33.043118,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,119,38.25985,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,10,38.288395,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,TOTAL,163,43.503387,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,154,44.66283,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,706,9.069679,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,168,9.003754,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,43,221.61475,GBP,PFFRAC2,
