business,portfolio,book,way,type,product,quantity,price,currency,trader,
ged,?derivative?,bookequityeuro,sell,equity,NEXITY,67,38.57768,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,204,43.868645,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,67,37.295387,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,118,37.62424,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,393,9.027539,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,125,62.826775,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,15,62.007183,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,13,65.47317,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,23,39.35722,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,318,23.689697,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,170,33.620167,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,11,124.17566,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,132,25.281218,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,39,38.89796,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,985,9.173325,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,391,21.174831,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,834,9.330675,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,252,21.593391,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,80,24.027588,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,56,112.75514,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,47,125.99873,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,JCDECAUX SA,143,33.42782,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,63,120.83173,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,AREVA,516,9.368307,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,275,21.672028,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,AXA,165,23.521152,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,20,116.50695,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,JPMORGAN CHASE And CO,9,60.167244,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,31,45.445614,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,10,52.722305,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,31,113.32001,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,445,8.940464,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,ILIAD,38,218.79568,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,80,65.98435,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,8,216.89482,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,183,49.904793,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,NEXITY,39,38.153057,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,52,110.902885,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,JCDECAUX SA,275,32.696728,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,96,31.030207,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,54,33.166485,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,171,48.927616,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,467,9.038735,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,14,44.836063,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,LAFARGE,35,66.21329,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,259,25.188032,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,GEMALTO,313,9.349279,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,7,127.72415,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,2,31.095266,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,121,24.994106,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,107,37.97969,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,239,21.738638,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,112,43.756523,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,42,121.72773,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,12,44.454784,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,LCL 4.15% 19/04/19 EUR,68,113.34377,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,263,9.162599,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,96,54.90523,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,76,126.118965,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,137,43.86408,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,492,9.363048,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,165,45.16477,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,113,48.698784,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,40,53.177,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,4,50.231274,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,201,46.118046,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,8,43.38982,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,LCL 4.15% 19/04/19 EUR,62,114.72307,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,157,60.79239,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,27,99.22177,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,122,25.048948,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,145,60.053127,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,348,21.92414,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,JCDECAUX SA,291,33.528038,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,348,24.92762,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,33,123.59198,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,155,21.324383,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,59,59.18839,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,1019,8.907734,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,20,31.157454,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,LAFARGE,29,65.92793,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,88,64.54735,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,114,64.36818,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,0,211.69241,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,45,114.71689,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,ILIAD,40,220.8611,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,85,47.93363,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,70,120.72405,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,121,65.17695,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,58,116.59404,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,JCDECAUX SA,110,33.09556,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,45,115.761955,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,66,25.281973,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,10,110.82042,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,871,9.313996,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,5,213.43204,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,46,32.79375,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,68,102.86469,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,279,21.98844,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,NEXITY,22,37.43867,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,170,25.348265,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,23,21.681017,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,48,47.447292,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,107,9.269751,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,72,117.39479,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,2,99.18042,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,664,9.220813,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,118,44.952145,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,97,38.683094,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,4,63.92428,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,196,38.119415,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,TOTAL,114,44.330143,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,0,218.52182,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,180,49.7046,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,118,59.26685,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,19,210.11275,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,51,38.11027,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,LAFARGE,127,64.21239,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,9,115.2842,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,125,24.683102,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,354,23.04976,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,175,43.98615,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,57,64.53991,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,LAFARGE,59,63.09022,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,28,113.61575,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,THALES,146,55.256023,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,143,52.34051,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,33,66.16607,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,TOTAL,43,44.467503,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,124,24.086975,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,41,219.52823,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,89,61.20864,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,149,33.394924,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,JPMORGAN CHASE And CO,141,62.140545,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,56,127.55168,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,429,22.90236,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,71,127.59753,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,148,60.355743,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,91,31.241692,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,83,66.2426,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,83,31.566086,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,129,45.920986,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,55,118.04726,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,121,62.79887,ARS,PFFRAC1,
