business,portfolio,book,way,type,product,quantity,price,currency,trader,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,331,21.886126,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,25,219.97299,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,235,39.53048,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,255,37.523006,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,126,54.80391,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,49,115.903,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,102,48.56654,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,357,9.303747,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,75,32.733047,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,185,43.50442,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,AMERICAN EXPRESS,38,45.265244,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,INTEL CORP,85,31.355335,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,15,122.68432,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,665,9.100407,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,JCDECAUX SA,130,32.079792,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,164,37.78629,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,76,64.0318,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,43,117.03956,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,65,127.49115,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,317,30.140804,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,8,113.94228,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,116,60.608692,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,68,117.428024,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,620,9.254633,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,80,113.91942,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,87,21.61825,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,51,49.677765,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,59,60.584763,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,799,9.227063,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,149,22.756203,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,190,38.229385,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,135,37.920525,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,10,53.92904,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,4,112.16722,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,403,23.230734,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,CHEVRON,90,102.67503,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,33,115.47418,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,128,39.065334,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,60,66.53436,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,170,48.99716,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,THALES,11,53.958008,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,311,31.459393,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,15,52.43793,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,198,38.611973,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,34,211.29274,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,LAFARGE,93,63.117413,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,92,32.34264,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,9,214.35812,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,145,44.75008,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,109,33.128498,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,56,103.23345,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,17,114.162735,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,236,37.6094,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,291,23.363832,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,ILIAD,19,222.2951,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,24,126.123634,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,VERIZON COMMUNICATION INC,168,48.28816,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,343,25.264757,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,240,22.789015,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,THALES,91,54.180714,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,89,110.49311,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,265,25.049274,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,215,25.229134,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,84,44.156338,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,424,22.772585,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,8,212.04782,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,634,9.027586,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,212,45.03646,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,TOTAL,136,45.86908,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,3,61.98412,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,79,115.195045,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,48,117.86022,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,JPMORGAN CHASE And CO,95,61.20895,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,2,21.978918,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,16,114.9653,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,605,9.207177,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,VERIZON COMMUNICATION INC,197,48.346806,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,HOME DEPOT INCO,9,115.745834,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,15,114.37728,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,VALLOUREC,405,21.431997,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,406,9.259318,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,0,219.57135,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,THALES,89,55.068233,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,156,61.422173,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,GENERAL ELECTRIC CO,349,25.689072,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,63,52.661594,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,42,37.557888,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,JPMORGAN CHASE And CO,42,61.796246,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,136,43.96844,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,83,66.92014,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,GENERAL ELECTRIC CO,229,25.54532,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,270,32.41453,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,947,9.296611,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,162,31.168835,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,202,39.168243,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,39,37.873043,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,26,24.560133,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,5,216.07033,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,VALLOUREC,234,21.593088,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,186,37.518974,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,JPMORGAN CHASE And CO,16,61.708977,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,19,122.007866,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,742,9.085786,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,475,9.087862,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,176,44.676445,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,12,101.84095,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,276,24.458555,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,30,23.842077,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,45,43.719273,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,JPMORGAN CHASE And CO,43,60.735653,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,34,117.11636,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,VALLOUREC,309,21.401274,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,60,103.18525,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,HOME DEPOT INCO,33,111.38977,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,12,111.06904,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,NEXITY,222,38.336338,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,133,64.82277,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,2,32.66243,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,142,24.538218,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,9,125.90275,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,6,213.02153,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,VALLOUREC,130,22.123165,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,17,61.517193,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,INTEL CORP,171,31.83317,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,116,61.02,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,72,104.63661,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,15,111.5404,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,160,52.69358,CNY,PFFRAC2,
