business,portfolio,book,way,type,product,quantity,price,currency,trader,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,123,30.679752,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,BPCE 5.1% 27/06/18 EUR,15,114.65112,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,92,65.41781,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,133,59.680557,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,70,116.50934,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,126,24.974495,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,270,30.316896,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,17,123.67268,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,80,102.09787,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,209,38.068523,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,NEXITY,235,37.287853,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,399,8.89298,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,20,65.096085,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,HOME DEPOT INCO,2,116.76571,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,23,127.08008,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,36,24.768213,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,313,30.765646,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,LAFARGE,130,63.92325,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,204,21.718428,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,83,53.605007,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,169,45.459026,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,55,127.16404,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,24,33.480213,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AXA,363,23.669752,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,14,122.010345,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,55,122.291954,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,226,31.418869,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,26,104.11381,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,167,43.91935,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,181,45.653324,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,CHEVRON,56,100.67278,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,82,115.98028,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,205,30.988743,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,22,124.33695,RUB,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,27,110.91591,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,125,30.755287,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,147,37.88835,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,GEMALTO,1014,9.18788,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,13,39.319542,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,150,45.629192,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,TOTAL,102,44.27183,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,28,39.159126,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,95,46.132782,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,37,115.59396,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,133,33.617943,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,1,115.336525,EUR,PFFRAC2,
