business,portfolio,book,way,type,product,quantity,price,currency,trader,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,98,39.42872,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,235,21.282387,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,80,9.16755,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,GENERAL ELECTRIC CO,210,25.206892,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,394,8.870516,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,52,117.4819,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,64,65.60413,AUD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,66,24.831707,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,85,60.145218,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,58,123.89923,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JPMORGAN CHASE And CO,56,59.220215,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,VERIZON COMMUNICATION INC,79,47.500084,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,683,8.903272,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,THALES,83,53.091568,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,123,30.617197,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,61,46.165787,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,236,31.382929,ARS,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,164,31.077208,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,26,54.915855,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,VALLOUREC,3,21.37764,GBP,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,CREDIT AGRICOLE 4.25% 04/02/23 EUR,8,126.26676,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,55,63.60667,USD,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AREVA,402,9.240864,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,32,219.11089,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LCL 4.15% 19/04/19 EUR,40,111.09844,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,166,30.80501,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,159,33.622654,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,AREVA,162,9.097925,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,179,45.914986,HUF,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,THALES,86,53.46276,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,75,112.138466,CNY,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,ILIAD,42,214.3748,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,84,64.275734,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,5,39.443527,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,LAFARGE,75,65.320274,JPY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,88,45.15538,USD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,80,30.332672,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,VALLOUREC,433,21.893047,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,CHEVRON,33,99.680275,RUB,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,ILIAD,37,217.53859,GBP,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,AMERICAN EXPRESS,137,44.7083,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,THALES,7,54.971844,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,GENERAL ELECTRIC CO,10,25.630737,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,0,63.201134,ARS,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,11,113.44146,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,INTEL CORP,36,30.873688,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,AREVA,165,9.107332,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,AXA,349,23.810856,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,JCDECAUX SA,226,32.904583,CZK,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,704,9.111273,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,CHEVRON,64,103.850624,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,TOTAL,6,43.780777,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,HOME DEPOT INCO,74,111.46259,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,GEMALTO,853,8.997292,HUF,PFFRAC2,
ged,?derivative?,bookequityeuro,sell,equity,GENERAL ELECTRIC CO,291,24.36913,EUR,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,TOTAL,72,45.67291,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,72,112.31217,EUR,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,BPCE 5.1% 27/06/18 EUR,8,112.79799,CZK,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,NEXITY,98,37.353325,JPY,PFFRAC1,
ged,?derivative?,bookequityeuro,sell,equity,GENERAL ELECTRIC CO,100,24.68745,CNY,PFFRAC2,
ged,?derivative?,bookequityeuro,BUY,equity,LAFARGE,95,63.858715,AUD,PFFRAC1,
ged,?derivative?,bookequityeuro,BUY,equity,INTEL CORP,26,30.978754,USD,PFFRAC1,
